,Emotion,Phase,sentiment
7275,anger,"When I came back to my hostel, my bed was full of newspapers and  
dirty clothes.  My room-mate asked me to wash the clothes for him  
as he had no time (this was his responsibility).  The food we  
shared had been eaten up by him (I ate little).",-0.109375
7276,sadness,"My sister was impolite to my father when the family was having  
lunch together at a restaurant.  She thought that our parents had  
been prejudiced against her, this was an extreme thought.",-0.125
7277,disgust,"When I was giving private tutorials to my student; he would not  
concentrate and was lazy.  He had not done the home work that I   
had assigned and his academic level was very low.  It was a  
nuisance.",-0.0625
7278,shame,"During a meeting I said something wrong and the others laughed at  
me.",0.09999999999999998
7279,guilt,"I entered the hostel this year.  My mother was ill and could not  
move and needed people to look after her.  Every week I left home  
to go back to school, I felt guilty.",-0.25
7280,joy,I received a letter from a friend whom I was missing,-0.2
7281,fear,"I feared that I would not be able to hand in the book-report on  
time as I had started working very late.  The book was difficult  
to read and my teacher did not accept my work as it was handed in  
late.",-0.1725
7282,anger,"My classmate always borrowed my notes and would not return it to  
me on time.  When I had a test she was selfish and irresponsible  
and so delayed my studies.",-0.5
7283,sadness,When I found that my coldness had hurt somebody's sincerity.,0.0
7284,disgust,When I was studying and someone disturbed me.,0.0
7285,shame,"My teacher said that being university studets we did not have  
any self-initiative or self-control.",0.0
7286,guilt,I took french leave to do my homework.,0.0
7287,joy,"I realized that a fellow member had grown spiritually.  I was the  
leader of a spiritual group and had prayed for him.  He did not  
want to burn the incense but his mother forced him to do it.   
Finally his mother told him that he could discontinue if he got  
good results at school.",0.07999999999999999
7288,fear,Looking for the toilet in a dark place.,-0.09166666666666666
7289,anger,"I gave tutorial to a student and I found that he was lazy, he did  
not pay attention to what I taught.  He did some easy questions  
wrong deliberately.",-0.10555555555555556
7290,sadness,I saw a lot of starving people in a T.V news report.,0.0
7291,disgust,"Our neighbour came and gossiped, about others, with my parents.",0.0
7292,shame,"I promised a friend that I would return a book to it's owner for  
him , but I forgot to do it.",0.0
7293,guilt,Saw a blue film in a cinema.,0.0
7294,joy,"When I saw the certificate results, I did not feel very happy as I  
did not realize that I had got all the credits until my  
classmates pointed it out to me.  My parents and my relatives  
praised me and I realized that my results were good i.e 2A, 5B,  
2C.  I felt satisfied with the results and was happy.",0.75
7295,fear,"An hour before receiving the certificate results I was very  
frightened.  When I saw others crying I felt very tense and as  
time went by my fear grew.",-0.14444444444444446
7296,anger,"My classmate used her personal relations to get a seat for a  
subject that I wanted also.  I had taken the pains to help him  
apply and I did not get selected.  I did not like this as he had  
not told me the facts earlier, he need not have lied to me.",-0.05555555555555555
7297,sadness,"When my mother went through an operation, it was not very serious  
but I was sad and could not sleep before the operation.",-0.1858974358974359
7298,disgust,"During a recent meeting, Mr. A showed his excitement and  
overindulged in the notes delivered.  Though his curiosity could  
not be blamed, his way of accquiring knowledge was an extreme  
behaviour e.g he always tried to know what I was reading and  
gained everything he could.",-0.0625
7299,shame,"When I was doing my homework at home, some relatives came and  
advised me to help my mother do the house-work.",0.0
7300,guilt,"While quarreling with my brother I broke the glass door of the  
cupboard and a china doll.  We were scolded by my father for  
breaking the door but we did not tell him about the door.",0.0
7301,joy,When I was admitted to the Chinese universiity.,0.0
7302,fear,An inter-college basket-ball match.,0.0
7303,anger,Something was stolen.,0.0
7304,sadness,When I learnt that my close friend was going to immigrate.,0.0
7305,disgust,When the summer holiday job was almost over.,0.0
7306,shame,During a meeting.,0.0
7307,guilt,Failed to keep an appointment.,-0.5
7308,joy,When I told my girlfriend a joke openly and frankly.,0.0
7309,fear,Once while crossing a road I was overcome with fear.,0.0
7310,anger,"My intimate girlfriend told me that her father was opposed to our  
relationship  and had insulted my integrity.",0.2
7311,sadness,When my studies are too demanding and I cannot cope with it.,0.0
7312,disgust,The behaviour of people spitting everywhere.,0.0
7313,shame,I could not finish my homework on time.,0.0
7314,guilt,After masturbation.,0.0
7315,joy,When I finished the work that I had planned to do - my homework.,0.0
7316,fear,"I was not prepared for the exam but I wanted to sleep the night  
before the exam.",0.0
7317,anger,Someone played a trick on me.,0.0
7318,sadness,"When the thing that made my friends and relatives sad happened to  
them.",-0.5
7319,disgust,"It was a narrow and dirty passage which was located near the  
market and I had to stand there to wait for people.",-0.23333333333333336
7320,shame,"I had something wrong, saying wrong things and being impolite to  
someone, and this had embarrassed the this person.  And I  
still meet the person.",-0.5
7321,guilt,I said something which was against my conscience.,0.0
7322,joy,"Several good friends made me a surprise visit and this made me  
happy.  They are my closest friends and we had not seen each  
other for a long time.",0.265
7323,fear,"The hero was chased by a terrible vampire in a suspense and  
horror film shown on T.V.",-1.0
7324,anger,"I worked with several classmates on a project.  I was very  
anxious about the project while my partners showed no concern   
and when we had meetings on the project my classmates  did not  
pay any attention.  Some of them read books while the others  
argued on irrelevant questions.  The meeting would go on for two  
hours without the main theme being discussed.  We wasted time and  
could not reach a compromise.  My classmates avoided doing the  
work and the responsibilities, they seemed to value other  
projects more than this one.",-0.06904761904761905
7325,sadness,"One of my good friends had to migrate to America.  Our friendship  
had developed quite well and it was a pity as our friendship would  
fade.",0.2333333333333333
7326,disgust,"In a study group, a person always liked to argue on some  
unimportant, irrelevant and minor points.  He tried to persuade     
others in an unfriendly way.  He was obstinate and would not accept   
other's point of view.",-0.095
7327,shame,"Once my presentation was the worst among my classmates as I had  
not prepared it well and had not seen it as important.  My  
presentation was so confused that it clearly showed my poor  
preparation.",-0.26
7328,guilt,"I joked with an unfamiliar friend in an obstinate tone.  I was  
afraid of his misunderstanding me and being hurt and angry at me.  
 I felt sorry over my conduct and thought that I had to find an  
opportunity to apologize.",-0.5333333333333333
7329,joy,"I remember my religious experience.  During  a gospel camp, a few  
friends of mine decided to believe in God.  The joy that I felt  
at that time was more than words can express.  I blessed them and  
praised God in my heart.",0.275
7330,fear,"My friend and I had offended our classmate unintenionally.  We  
wanted to apologize to her so we decided to visit her.  We knew that she  
was stubborn so we were frightened.  When we rang her door bell,  
our fear was at it's climax",0.0
